# mirror design exported by jaxmirror
# angle of incidence: 45 deg
# phase convention sign: +1
# incident medium: Air (n=1)
# layer 1: main/Si/Franta-20C, thickness 100000 nm
# substrate: main/Si/Franta-20C
# tabulated-data smoothing: sigma = 0.5 nm
# columns: wavelength_nm, R_s, R_p, phase_s_rad, phase_p_rad, GDD_s_fs2, GDD_p_fs2
1.297300000000000182e+02,7.070527533537487308e-01,4.999235960251169897e-01,-2.376132965825268339e+00,-4.752265931650537567e+00,-2.447584690966975521e-02,-4.895169382009999931e-02
1.303249999999999886e+02,7.076155370395807997e-01,5.007197482598141347e-01,-2.379891309176761283e+00,-4.759782618353523453e+00,-2.076735162666770371e-02,-4.153470325966784199e-02
1.309200000000000159e+02,7.080628159989987847e-01,5.013529514004319010e-01,-2.383705525853723195e+00,-4.767411051707448166e+00,-1.699927441831157460e-02,-3.399854883724099525e-02
1.315149999999999864e+02,7.084076645963377494e-01,5.018414192588376288e-01,-2.387557603180872956e+00,-4.775115206361746800e+00,-1.317301289440118983e-02,-2.634602577678455543e-02
1.321100000000000136e+02,7.086627169269658078e-01,5.022028463623088301e-01,-2.391430062827562875e+00,-4.782860125655126637e+00,-9.289432809075261893e-03,-1.857886562349339576e-02
1.327049999999999841e+02,7.088401129199460859e-01,5.024543056843623345e-01,-2.395305950106604520e+00,-4.790611900213209928e+00,-5.348813128854499992e-03,-1.069762627180919495e-02
1.333000000000000114e+02,7.089514591422789724e-01,5.026121714199669466e-01,-2.399168821010464026e+00,-4.798337642020928939e+00,-1.350784131679875610e-03,-2.701568262555584157e-03
1.338949999999999818e+02,7.090078032405167097e-01,5.026920650559435488e-01,-2.403002726977110814e+00,-4.806005453954222517e+00,2.705740194411343676e-03,5.411480390141153521e-03
1.344900000000000091e+02,7.090196209155609219e-01,5.027088228432458061e-01,-2.406792197366499408e+00,-4.813584394732999705e+00,6.822634344143168987e-03,1.364526869109411629e-02
1.350850000000000080e+02,7.089968307457533703e-01,5.026765060075225611e-01,-2.410522424817319820e+00,-4.821044849634641416e+00,9.400232663903248034e-03,1.880046531096959267e-02
1.356800000000000068e+02,7.089492904470336976e-01,5.026090964253524529e-01,-2.414184996943821382e+00,-4.828369993887643652e+00,1.006518178668614101e-02,2.013036358022751368e-02
1.362750000000000057e+02,7.088869821871907062e-01,5.025207535144626814e-01,-2.417778437534078950e+00,-4.835556875068158789e+00,1.075976055142464048e-02,2.151952111790988997e-02
1.368700000000000045e+02,7.088195594719295389e-01,5.024251678899802620e-01,-2.421301611666179188e+00,-4.842603223332359264e+00,1.148465693674453197e-02,2.296931386931475721e-02
1.374650000000000034e+02,7.087563355345275484e-01,5.023355431603320209e-01,-2.424753352917086158e+00,-4.849506705834173204e+00,1.224029378510215621e-02,2.448058757728322973e-02
